BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TOTAL_PURCHASES,PURCHASE_TYPE_RATIO,CREDIT_UTILIZATION,PAYMENT_RATIO,REVOLVER_FLAG,CASH_USAGE_RATIO,ACTIVITY_INDEX
4943.383447,1.0,2715.7250000000004,1013.2,1171.625,2784.6716350000006,1.0,0.166667,1.0,0.5,10.0,41.0,13000.0,4178.274025000001,1886.3433455,0.0,3038.01,0.33350778952883375,0.9335553814666496,0.3485701070509791,1,1.047917320862039,42.897727
1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,41.0,6000.0,645.998299,256.848991,0.0,1347.71,0.2967997564039743,0.1937122206343813,0.5558058376673145,1,0.13045518313995205,42.897727
4943.383447,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,1886.3433455,0.0,324.95,0.9999999969226034,0.6412212441294075,0.2554825604941097,1,3.6606670236631267,4.25
125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.75,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,636.79,0.9999999984296236,0.10471704407940245,3.369792822808041,1,0.0,12.916667
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,4178.274025000001,1886.3433455,0.0,547.28,0.0,0.3197365105163876,2.48375190320809,1,0.0,14.727273
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,0.0,0.0,0.920194877822114,0.21221362215047992,1,50.79193536708065,1.083333
4943.383447,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,9000.0,1636.361601,1886.3433455,0.0,0.0,0.0,0.8252307711305299,0.2203237712196573,1,50.79193536708065,1.7272729999999998
4047.480828,1.0,2380.55,1444.5750000000003,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,2380.55,0.6898279806390003,0.8094961654381008,0.399728741000542,1,0.7131380984591216,42.833333
4943.383447,1.0,204.0,204.0,0.0,2784.6716350000006,0.083333,0.083333,0.0,0.333333,10.0,2.0,9000.0,1237.111661,1886.3433455,0.0,204.0,0.9999999950980393,0.6966020159225997,0.19732479671763858,1,14.341665919893794,3.416666
1411.60223,0.7222225000000001,963.24,963.24,0.0,2784.6716350000006,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,4178.274025000001,719.948985,0.333333,963.24,0.9999999989618371,0.1882136306415715,14.21864814267214,1,6.409288308823047,6.871210999999999
663.44781,0.727273,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,0.0,0.0,0.3685821164618988,4.622907452776267,1,50.79193536708065,0.977273
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,10.0,27.0,3000.0,1262.309666,363.142736,0.111111,1526.59,0.5150695337221719,0.2616299205794567,1.608263638418737,1,1.4335346134629896,28.575758
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,203.82,0.9999999950937102,0.9121579549084093,0.21153141293450717,1,0.0,2.083333
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,0.0,0.0,0.9071615840618922,0.2780057659084679,1,50.79193536708065,1.083333
4943.383447,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,1525.44,0.3079767147131472,0.6254053639264229,0.2690662414501253,1,0.0,21.333333
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,857.062706,0.0,437.0,0.22196796287879184,0.9342965354440431,0.0,1,0.422537051664675,6.25
474.447149,0.7222225000000001,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,109.74,0.0,0.27908655807112553,0.3709854827877035,1,9.236919471141613,3.625
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,857.062706,0.0,0.0,0.0,0.9309788657307193,0.0,1,50.79193536708065,1.5
229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,41.0,3300.0,2543.953559,175.657825,0.35714250000000003,2390.6,0.5868526727236457,0.06965672088798282,11.06705863359876,0,0.0,42.897727
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,507.5,0.9999999980295566,0.2159524581960119,0.6805507738639613,1,1.3696495716854196,4.25
4931.331857,1.0,901.42,646.07,255.35,2784.6716350000006,0.625,0.375,0.25,0.555555,10.0,9.0,12000.0,4178.274025000001,1012.415961,0.0,901.4200000000001,0.7167247224193775,0.4109443213824213,1.6452547870689256,1,9.463567043704856,11.25
1078.888565,1.0,2715.7250000000004,1444.5750000000003,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,3107.85,0.7148800615490194,0.4315554258273778,1.297472588100447,1,0.0,19.583333
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,0.0,0.0,0.4473374567293321,0.44186857655751227,1,50.79193536708065,1.25
464.674156,0.888889,1979.22,1444.5750000000003,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,1979.22,0.9999999994947504,0.15489138528170288,6.6929754864762145,1,1.0010334889496704,12.666667
6.660517,0.7222225000000001,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,857.062706,0.0,310.0,0.0,0.006660516993339483,18.727874459148545,1,0.0,8.636364
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,857.062706,0.0,1283.9,0.999999999221123,0.218665997296889,0.0,1,0.0,7.25
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,857.062706,0.0,313.27,0.9999999968078654,0.9063045362734239,0.0,1,2.133842183631238,5.666667
2386.330629,1.0,2715.7250000000004,1444.5750000000003,428.53,0.0,0.916667,0.75,0.5,0.0,0.0,41.0,7500.0,4178.274025000001,1311.514878,0.083333,5217.62,0.9178686832467928,0.31817741715757636,2.3796910376161917,1,0.0,42.897727
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,0.0,0.0,0.9927846910018039,0.19262452738978397,1,50.79193536708065,1.181818
4943.383447,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1886.3433455,0.0,229.0,0.0,0.9156506765140582,0.3841634290599236,1,4.238390077561616,7.333333
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,113.0,0.9999999911504426,0.28909446657090854,1.8677347396150625,1,0.0,2.8939399999999997
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,66.2,0.9999999848942601,0.972371062517268,0.21730622804642255,1,0.0,2.083333
809.582978,0.909091,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4178.274025000001,241.645387,0.090909,0.0,0.0,0.1950802356156433,5.400494774977229,1,50.79193536708065,1.4545460000000001
7.152356,0.7222225000000001,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,857.062706,0.0,840.0,0.9999999988095238,0.004470222497206111,0.0,1,0.0,1.174242
1923.886805,1.0,1887.64,0.0,1171.625,1605.949371,1.0,0.0,1.0,0.083333,4.0,41.0,1850.0,3688.045998,1886.3433455,0.083333,1887.64,0.0,1.0399388129513845,1.9169766051194592,1,0.8507709998459604,42.897727
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,412.33,0.7887129222013607,0.9766999922351667,0.4422213424494363,1,0.0,12.333333
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,0.0,0.0,0.539898302973401,0.18037318993566118,1,50.79193536708065,1.0
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,0.0,0.0,0.6305220113477913,0.3425873893202003,1,50.79193536708065,1.416667
3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,4178.274025000001,1001.607366,0.083333,263.5,0.7233396556989007,0.6650872630558188,1.723291710257229,1,0.0,9.083333
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,1363.69,0.9999999992666955,0.9996679323531364,0.9555033776930891,1,0.0,5.333333
4943.383447,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,1886.3433455,0.0,419.1,0.0,0.8780293956995153,0.23474656586554646,1,1.4922438189161447,12.333333
2990.422186,0.909091,2715.7250000000004,1444.5750000000003,1171.625,2784.6716350000006,0.666667,0.5,0.583333,0.555555,10.0,33.0,7000.0,4178.274025000001,1107.030803,0.35714250000000003,4523.2699999999995,0.3678953499640978,0.4272031693675424,9.441039657454896,1,6.034679723732017,35.242424
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,0.0,0.0,0.09371614427232626,1.387865743107952,1,50.79193536708065,1.125
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,713.9,0.7046925329812403,0.8039877414204499,0.4914488513871317,1,0.0,9.1
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,791.94,0.652372653670262,0.08872241948521292,2.451799122295504,1,0.0,8.0
4943.383447,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,1886.3433455,0.0,561.87,0.4440528940074165,0.9767389371705435,0.3395729949931819,1,0.0,15.166667
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,0.75,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,606.11,0.9999999983501344,0.15705804080390381,1.713275450659251,1,0.0,19.0
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,320.0,0.0,0.3858731190760845,2.4859822126679014,1,0.0,9.0
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,1886.3433455,0.0,0.0,0.0,1.00476389749603,0.024283209737368156,1,50.79193536708065,1.083333
4943.383447,1.0,388.66,388.66,0.0,2784.6716350000006,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,1886.3433455,0.0,388.66,0.999999997427057,0.9419743775797179,0.24637963351822406,1,11.891973879761297,9.0
17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,244.85,0.16422299299888507,0.003471512599305697,18.727874459148545,1,0.0,14.075758
81.584711,0.7222225000000001,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,0.0,0.0,0.008587864314885488,1.428809762789872,1,50.79193536708065,0.439394
3.78631,0.7222225000000001,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.35714250000000003,133.04999999999998,0.21195039299548749,0.0003155258333070395,18.727874459148545,1,0.0,5.803031000000001
42.46443,0.7222225000000001,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,0.35714250000000003,396.0,0.0,0.03538702497051081,17.087387653916757,0,0.0,12.545455
1935.362486,1.0,2715.7250000000004,1444.5750000000003,400.26,293.844792,1.0,0.75,0.333333,0.083333,1.0,41.0,9000.0,4178.274025000001,594.756686,0.0,4915.6,0.9185735208482029,0.21504027619832886,2.5427106963451234,1,0.059778011217394,42.897727
134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,0.75,0.0,0.0,0.0,22.0,13850.0,1275.229436,171.357189,0.35714250000000003,1247.8,0.9999999991985894,0.008176800120716558,9.451940950777049,0,0.0,24.0
4943.383447,1.0,1603.78,1444.5750000000003,158.64,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,23.0,11000.0,4178.274025000001,1876.262988,0.0,1603.7800000000002,0.9010836892210379,0.6427227623052071,0.6492087844689426,1,3.507964959341078,25.583333
4943.383447,1.0,2258.01,1318.78,939.23,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,41.0,13500.0,3021.575846,1886.3433455,0.0,2258.01,0.5840452431193638,0.606018602251406,0.36932931128118807,1,2.3256003878080254,42.897727
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,45.0,0.9999999777777784,0.897179034911738,0.2659805760820152,1,2.316401370746636,2.166666
4943.383447,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,10.0,0.0,6500.0,1502.205631,1886.3433455,0.0,0.0,0.0,0.940040809701532,0.24584949521009053,1,50.79193536708065,1.416667
4943.383447,1.0,2715.7250000000004,1147.83,1171.625,370.737197,1.0,0.25,0.916667,0.083333,1.0,41.0,9000.0,4178.274025000001,1886.3433455,0.0,5100.07,0.22506161675720887,1.042361676995293,0.6832237563197826,1,0.07269257028380148,42.897727
1977.00709,1.0,1032.04,226.9,805.14,2784.6716350000006,0.909091,0.090909,0.818182,0.545455,10.0,17.0,4000.0,3056.424974,910.707525,0.090909,1032.04,0.21985581932884787,0.4942517723764371,1.5459858429005502,1,4.201309273670295,18.636364
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,45.65,0.9999999780941955,0.7341533773699147,0.3335969869892787,1,10.857785830059457,2.166666
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,857.062706,0.0,405.6,0.9999999975345167,0.5448824335229656,0.0,1,0.0,3.166667
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,857.062706,0.0,213.34,0.9999999953126465,0.9706190695955754,0.0,1,0.0,4.25
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,1886.3433455,0.0,0.0,0.0,0.9498190675418173,0.1332040103992332,1,50.79193536708065,1.083333
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,739.44,0.9999999986476252,0.26999261795500124,0.25749378806010303,1,0.0,12.666667
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,857.062706,0.0,0.0,0.0,0.8764178275308956,0.0,1,50.79193536708065,1.5
4.708041,0.7222225000000001,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,0.35714250000000003,79.0,0.0,0.0006725772856182032,18.727874459148545,0,0.0,3.363636
0.0,0.7222225000000001,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.021428,857.062706,0.0,0.0,0.0,0.0,18.727874459148545,1,50.79193536708065,0.142857
4.875885,0.7222225000000001,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919,60.913577,0.0,20.0,0.9999999500000024,0.00325058999783294,5.432431972363586,1,0.0,1.7777779999999999
23.394411,0.7222225000000001,1346.28,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.149153,54.79166,0.0,1346.28,0.0,0.011697205494151397,18.727874459148545,1,0.0,12.272727
3539.801912,1.0,2715.7250000000004,1444.5750000000003,1171.625,0.0,0.916667,0.75,0.833333,0.0,0.0,41.0,5700.0,4178.274025000001,1886.3433455,0.083333,2823.8,0.5455095968037716,0.6210178791892951,2.591328156615978,1,0.0,42.897727
0.62424,0.7222225000000001,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,857.062706,0.0,389.96,0.0,0.0001387199999691733,0.0,1,0.0,31.090909
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,0.0,0.0,0.21551809494612048,2.5947824153758616,1,50.79193536708065,1.083333
2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,532.741699,1026.976,0.0,808.0,0.9999999987623762,0.6103857475974035,0.2181987787008422,1,1.1879421557079923,5.583333
408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1097.78942,176.610605,0.083333,941.64,0.0,0.16346254593461498,2.6863387220548036,1,0.0,13.0
4943.383447,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,8000.0,1241.538024,1439.230899,0.0,0.0,0.0,0.6233001004220875,0.24898480337863652,1,50.79193536708065,1.583333
1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2.0,10.0,2000.0,577.050373,498.365419,0.0,423.7,0.41925890861633486,0.6233122786883438,0.4628902654243313,1,0.9733279608842862,11.25
4943.383447,1.0,2715.7250000000004,1444.5750000000003,1171.625,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,41.0,9000.0,4178.274025000001,1886.3433455,0.083333,4478.75,0.6076673177543583,0.7382446278068617,1.6341983249005698,1,1.608824069972911,42.897727
156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0.0,34.0,5500.0,858.976682,108.319927,0.0,1354.8600000000001,0.4322439215621953,0.02840304599483581,5.498620730526765,1,0.0,35.151515
3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2.0,0.0,4200.0,0.0,857.062706,0.0,0.0,0.0,0.8079407702838236,0.0,1,50.79193536708065,1.083333
4943.383447,1.0,2715.7250000000004,857.12,1171.625,2510.352951,1.0,0.25,1.0,0.333333,8.0,41.0,8500.0,1509.423237,1834.031569,0.0,2812.2,0.3047862882068181,0.6262345992204429,0.2835665811498519,1,0.8926651554325208,42.897727
4943.383447,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.25,10.0,0.0,7000.0,1277.76778,1886.3433455,0.0,0.0,0.0,0.9226517270110498,0.19784090669044863,1,50.79193536708065,1.25
