BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,TOTAL_PURCHASES,PURCHASE_TYPE_RATIO,CREDIT_UTILIZATION,PAYMENT_RATIO,REVOLVER_FLAG,CASH_USAGE_RATIO,ACTIVITY_INDEX,Cluster
921.693369,1.0,2137.93,419.96,1171.625,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,1655.891435,251.137986,0.083333,12,2137.93,0.1964329981821514,0.1228924491836143,1.7965751831327592,1,0.0,27.166667,0
2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,805.647974,989.962866,0.0,12,0.0,0.0,0.9242575776919142,0.2905568003574588,1,50.79193536708065,1.083333,1
4943.383447,1.0,1611.7,0.0,1171.625,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,1886.3433455,0.0,12,1611.7,0.0,0.8607766537674029,0.2894826532144771,1,1.4279898650940062,12.166667,0
2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,391.974562,376.579631,0.0,8,0.0,0.0,0.6906914511031028,0.1891701236754122,1,50.79193536708065,1.125,1
41.089489,0.7222225000000001,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.590662,73.203221,0.25,12,519.0,0.0,0.0164357955934256,6.196004428383025,1,0.0,8.454545,1
1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,13000.0,1720.837373,744.613395,0.0,12,504.35,0.3291365116900238,0.1530055559882303,0.8651457437848528,1,0.0,10.083333,0
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,1886.3433455,0.0,12,398.64,0.0,0.8944927330263769,0.2945749094785687,1,0.0,13.0,1
2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686,1886.3433455,0.0,12,176.68,0.0,1.0083423424958289,0.1106115405338028,1,0.0,9.0,1
4943.383447,1.0,2715.7250000000004,1444.5750000000005,449.91,229.028245,1.0,0.75,1.0,0.333333,6.0,41.0,11250.0,2077.959051,1659.775075,0.0,12,6359.95,0.9292588776752556,0.5661805615496729,0.3262342151928117,1,0.0360110134457014,42.897727,2
132.34224,0.7222225000000001,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.329554,0.0,12,815.9,0.0,0.0735234666258203,17.829756698770122,1,0.0,17.636364,1
3800.151377,0.818182,2715.7250000000004,1444.5750000000005,793.79,2784.6716350000006,1.0,0.083333,0.916667,0.333333,10.0,13.0,9000.0,4178.274025000001,1425.426525,0.0,12,4248.35,0.8131533416942686,0.4222390418419734,2.494385854436349,1,1.877061829680449,14.234848,2
4943.383447,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11,0.0,0.0,0.8947618696842063,0.2650103069695329,1,50.79193536708065,1.363636,0
169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.306142,163.005536,0.0,12,399.6,0.0,0.0565938929811353,1.268135301759295,1,0.0,13.0,1
1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12,102.0,0.9999999901960784,0.950568964146724,0.5508644126035226,1,2.4003968882314037,3.416667,1
125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.773715,164.748819,0.0,12,233.28,0.0,0.1256948168743051,1.6530014387705307,1,0.0,13.0,1
4943.383447,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.555555,10.0,8.0,10500.0,1601.448347,1648.851345,0.0,12,387.05,0.5284846905348541,0.6812251782208357,0.2238890972188716,1,5.77740667413149,10.0,0
22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.767773,159.684442,0.0,12,100.0,0.0,0.0031976072459133,7.286597256979867,1,0.0,6.0,0
4943.383447,1.0,2715.7250000000004,1013.2,1171.625,2784.6716350000006,1.0,0.166667,1.0,0.5,10.0,41.0,13000.0,4178.274025000001,1886.3433455,0.0,12,3038.01,0.3335077895288337,0.9335553814666496,0.3485701070509791,1,1.047917320862039,42.897727,0
1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,41.0,6000.0,645.998299,256.848991,0.0,12,1347.71,0.2967997564039743,0.1937122206343813,0.5558058376673145,1,0.130455183139952,42.897727,0
4943.383447,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,1886.3433455,0.0,12,324.95,0.9999999969226034,0.6412212441294075,0.2554825604941097,1,3.660667023663127,4.25,0
125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.75,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12,636.79,0.9999999984296236,0.1047170440794024,3.369792822808041,1,0.0,12.916667,1
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,4178.274025000001,1886.3433455,0.0,12,547.28,0.0,0.3197365105163876,2.48375190320809,1,0.0,14.727273,0
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12,0.0,0.0,0.920194877822114,0.2122136221504799,1,50.79193536708065,1.083333,1
4943.383447,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,9000.0,1636.361601,1886.3433455,0.0,11,0.0,0.0,0.8252307711305299,0.2203237712196573,1,50.79193536708065,1.7272729999999998,0
4047.480828,1.0,2380.55,1444.5750000000005,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12,2380.55,0.6898279806390003,0.8094961654381008,0.399728741000542,1,0.7131380984591216,42.833333,0
4943.383447,1.0,204.0,204.0,0.0,2784.6716350000006,0.083333,0.083333,0.0,0.333333,10.0,2.0,9000.0,1237.111661,1886.3433455,0.0,12,204.0,0.9999999950980392,0.6966020159225997,0.1973247967176385,1,14.341665919893794,3.416666,0
1411.60223,0.7222225000000001,963.24,963.24,0.0,2784.6716350000006,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,4178.274025000001,719.948985,0.333333,12,963.24,0.9999999989618372,0.1882136306415715,14.21864814267214,1,6.409288308823047,6.871210999999999,0
663.44781,0.727273,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12,0.0,0.0,0.3685821164618988,4.622907452776267,1,50.79193536708065,0.977273,1
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,10.0,27.0,3000.0,1262.309666,363.142736,0.111111,12,1526.59,0.5150695337221719,0.2616299205794567,1.608263638418737,1,1.4335346134629896,28.575758,1
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12,203.82,0.9999999950937102,0.9121579549084092,0.2115314129345071,1,0.0,2.083333,1
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12,0.0,0.0,0.9071615840618922,0.2780057659084679,1,50.79193536708065,1.083333,1
4943.383447,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12,1525.44,0.3079767147131472,0.6254053639264229,0.2690662414501253,1,0.0,21.333333,0
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,857.062706,0.0,12,437.0,0.2219679628787918,0.9342965354440432,0.0,1,0.422537051664675,6.25,1
474.447149,0.7222225000000001,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8,109.74,0.0,0.2790865580711255,0.3709854827877035,1,9.236919471141611,3.625,1
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,857.062706,0.0,12,0.0,0.0,0.9309788657307192,0.0,1,50.79193536708065,1.5,1
229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,41.0,3300.0,2543.953559,175.657825,0.3571425,12,2390.6,0.5868526727236457,0.0696567208879828,11.06705863359876,0,0.0,42.897727,1
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12,507.5,0.9999999980295566,0.2159524581960119,0.6805507738639613,1,1.3696495716854196,4.25,1
4931.331857,1.0,901.42,646.07,255.35,2784.6716350000006,0.625,0.375,0.25,0.555555,10.0,9.0,12000.0,4178.274025000001,1012.415961,0.0,8,901.42,0.7167247224193775,0.4109443213824213,1.6452547870689256,1,9.463567043704856,11.25,0
1078.888565,1.0,2715.7250000000004,1444.5750000000005,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12,3107.85,0.7148800615490194,0.4315554258273778,1.297472588100447,1,0.0,19.583333,1
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12,0.0,0.0,0.4473374567293321,0.4418685765575122,1,50.79193536708065,1.25,1
464.674156,0.888889,1979.22,1444.5750000000005,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9,1979.22,0.9999999994947504,0.1548913852817028,6.692975486476215,1,1.0010334889496704,12.666667,1
6.660517,0.7222225000000001,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,857.062706,0.0,12,310.0,0.0,0.0066605169933394,18.727874459148545,1,0.0,8.636364,1
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,857.062706,0.0,12,1283.9,0.999999999221123,0.218665997296889,0.0,1,0.0,7.25,0
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,857.062706,0.0,12,313.27,0.9999999968078654,0.906304536273424,0.0,1,2.133842183631238,5.666667,1
2386.330629,1.0,2715.7250000000004,1444.5750000000005,428.53,0.0,0.916667,0.75,0.5,0.0,0.0,41.0,7500.0,4178.274025000001,1311.514878,0.083333,12,5217.62,0.9178686832467928,0.3181774171575763,2.379691037616192,1,0.0,42.897727,2
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11,0.0,0.0,0.992784691001804,0.1926245273897839,1,50.79193536708065,1.181818,1
4943.383447,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1886.3433455,0.0,12,229.0,0.0,0.9156506765140582,0.3841634290599236,1,4.238390077561616,7.333333,0
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12,113.0,0.9999999911504426,0.2890944665709085,1.8677347396150623,1,0.0,2.89394,0
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12,66.2,0.99999998489426,0.972371062517268,0.2173062280464225,1,0.0,2.083333,1
809.582978,0.909091,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4178.274025000001,241.645387,0.090909,11,0.0,0.0,0.1950802356156433,5.400494774977229,1,50.79193536708065,1.454546,1
7.152356,0.7222225000000001,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,857.062706,0.0,12,840.0,0.9999999988095238,0.0044702224972061,0.0,1,0.0,1.174242,1
1923.886805,1.0,1887.64,0.0,1171.625,1605.949371,1.0,0.0,1.0,0.083333,4.0,41.0,1850.0,3688.045998,1886.3433455,0.083333,12,1887.64,0.0,1.0399388129513845,1.9169766051194592,1,0.8507709998459604,42.897727,1
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,12,412.33,0.7887129222013607,0.9766999922351668,0.4422213424494363,1,0.0,12.333333,1
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,8,0.0,0.0,0.539898302973401,0.1803731899356611,1,50.79193536708065,1.0,1
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,12,0.0,0.0,0.6305220113477913,0.3425873893202003,1,50.79193536708065,1.416667,1
3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,4178.274025000001,1001.607366,0.083333,12,263.5,0.7233396556989007,0.6650872630558188,1.723291710257229,1,0.0,9.083333,0
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12,1363.69,0.9999999992666956,0.9996679323531364,0.9555033776930892,1,0.0,5.333333,1
4943.383447,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,1886.3433455,0.0,12,419.1,0.0,0.8780293956995153,0.2347465658655464,1,1.4922438189161449,12.333333,0
2990.422186,0.909091,2715.7250000000004,1444.5750000000005,1171.625,2784.6716350000006,0.666667,0.5,0.583333,0.555555,10.0,33.0,7000.0,4178.274025000001,1107.030803,0.3571425,12,4523.27,0.3678953499640978,0.4272031693675424,9.441039657454896,1,6.034679723732017,35.242424,0
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,8,0.0,0.0,0.0937161442723262,1.387865743107952,1,50.79193536708065,1.125,0
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10,713.9,0.7046925329812403,0.8039877414204499,0.4914488513871317,1,0.0,9.1,1
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11,791.94,0.652372653670262,0.0887224194852129,2.451799122295504,1,0.0,8.0,0
4943.383447,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,1886.3433455,0.0,12,561.87,0.4440528940074165,0.9767389371705436,0.3395729949931819,1,0.0,15.166667,0
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,0.75,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12,606.11,0.9999999983501344,0.1570580408039038,1.713275450659251,1,0.0,19.0,0
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12,320.0,0.0,0.3858731190760845,2.485982212667901,1,0.0,9.0,1
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,1886.3433455,0.0,12,0.0,0.0,1.00476389749603,0.0242832097373681,1,50.79193536708065,1.083333,1
4943.383447,1.0,388.66,388.66,0.0,2784.6716350000006,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,1886.3433455,0.0,12,388.66,0.999999997427057,0.941974377579718,0.246379633518224,1,11.891973879761297,9.0,0
17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12,244.85,0.164222992998885,0.0034715125993056,18.727874459148545,1,0.0,14.075758,1
81.584711,0.7222225000000001,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12,0.0,0.0,0.0085878643148854,1.428809762789872,1,50.79193536708065,0.439394,0
3.78631,0.7222225000000001,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.3571425,12,133.04999999999998,0.2119503929954874,0.000315525833307,18.727874459148545,1,0.0,5.803031000000001,0
42.46443,0.7222225000000001,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,0.3571425,12,396.0,0.0,0.0353870249705108,17.087387653916757,0,0.0,12.545455,1
1935.362486,1.0,2715.7250000000004,1444.5750000000005,400.26,293.844792,1.0,0.75,0.333333,0.083333,1.0,41.0,9000.0,4178.274025000001,594.756686,0.0,12,4915.6,0.9185735208482028,0.2150402761983288,2.542710696345124,1,0.059778011217394,42.897727,2
134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,0.75,0.0,0.0,0.0,22.0,13850.0,1275.229436,171.357189,0.3571425,12,1247.8,0.9999999991985894,0.0081768001207165,9.451940950777049,0,0.0,24.0,0
4943.383447,1.0,1603.78,1444.5750000000005,158.64,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,23.0,11000.0,4178.274025000001,1876.262988,0.0,12,1603.7800000000002,0.901083689221038,0.6427227623052071,0.6492087844689426,1,3.507964959341078,25.583333,0
4943.383447,1.0,2258.01,1318.78,939.23,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,41.0,13500.0,3021.575846,1886.3433455,0.0,12,2258.01,0.5840452431193638,0.606018602251406,0.369329311281188,1,2.3256003878080254,42.897727,0
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12,45.0,0.9999999777777784,0.897179034911738,0.2659805760820152,1,2.316401370746636,2.166666,1
4943.383447,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,10.0,0.0,6500.0,1502.205631,1886.3433455,0.0,12,0.0,0.0,0.940040809701532,0.2458494952100905,1,50.79193536708065,1.416667,0
4943.383447,1.0,2715.7250000000004,1147.83,1171.625,370.737197,1.0,0.25,0.916667,0.083333,1.0,41.0,9000.0,4178.274025000001,1886.3433455,0.0,12,5100.07,0.2250616167572088,1.042361676995293,0.6832237563197826,1,0.0726925702838014,42.897727,2
1977.00709,1.0,1032.04,226.9,805.14,2784.6716350000006,0.909091,0.090909,0.818182,0.545455,10.0,17.0,4000.0,3056.424974,910.707525,0.090909,11,1032.04,0.2198558193288478,0.4942517723764371,1.5459858429005502,1,4.201309273670295,18.636364,1
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12,45.65,0.9999999780941956,0.7341533773699147,0.3335969869892787,1,10.857785830059456,2.166666,1
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,857.062706,0.0,12,405.6,0.9999999975345168,0.5448824335229656,0.0,1,0.0,3.166667,1
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,857.062706,0.0,12,213.34,0.9999999953126464,0.9706190695955754,0.0,1,0.0,4.25,1
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,1886.3433455,0.0,12,0.0,0.0,0.9498190675418172,0.1332040103992332,1,50.79193536708065,1.083333,1
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12,739.44,0.9999999986476252,0.2699926179550012,0.257493788060103,1,0.0,12.666667,0
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,857.062706,0.0,12,0.0,0.0,0.8764178275308956,0.0,1,50.79193536708065,1.5,1
4.708041,0.7222225000000001,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,0.3571425,12,79.0,0.0,0.0006725772856182,18.727874459148545,0,0.0,3.363636,0
0.0,0.7222225000000001,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.021428,857.062706,0.0,7,0.0,0.0,0.0,18.727874459148545,1,50.79193536708065,0.142857,1
4.875885,0.7222225000000001,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919,60.913577,0.0,9,20.0,0.9999999500000024,0.0032505899978329,5.432431972363586,1,0.0,1.777778,1
23.394411,0.7222225000000001,1346.28,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.149153,54.79166,0.0,12,1346.28,0.0,0.0116972054941513,18.727874459148545,1,0.0,12.272727,1
3539.801912,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,0.916667,0.75,0.833333,0.0,0.0,41.0,5700.0,4178.274025000001,1886.3433455,0.083333,12,2823.8,0.5455095968037716,0.6210178791892951,2.591328156615978,1,0.0,42.897727,0
0.62424,0.7222225000000001,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,857.062706,0.0,12,389.96,0.0,0.0001387199999691,0.0,1,0.0,31.090909,1
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,12,0.0,0.0,0.2155180949461204,2.5947824153758616,1,50.79193536708065,1.083333,1
2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,532.741699,1026.976,0.0,12,808.0,0.9999999987623762,0.6103857475974035,0.2181987787008422,1,1.1879421557079923,5.583333,1
408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1097.78942,176.610605,0.083333,12,941.64,0.0,0.1634625459346149,2.686338722054804,1,0.0,13.0,1
4943.383447,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,8000.0,1241.538024,1439.230899,0.0,12,0.0,0.0,0.6233001004220875,0.2489848033786365,1,50.79193536708065,1.583333,0
1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2.0,10.0,2000.0,577.050373,498.365419,0.0,12,423.7,0.4192589086163348,0.6233122786883438,0.4628902654243313,1,0.9733279608842862,11.25,1
4943.383447,1.0,2715.7250000000004,1444.5750000000005,1171.625,2784.6716350000006,1.0,0.75,1.0,0.555555,10.0,41.0,9000.0,4178.274025000001,1886.3433455,0.083333,12,4478.75,0.6076673177543583,0.7382446278068617,1.6341983249005698,1,1.608824069972911,42.897727,2
